Date	Open	High	Low	Close	Volume	Market Cap
Jun 04, 2019 	0.425415 	0.425415 	0.391093 	0.400667 	2,537,240,038 	16,900,917,006
Jun 03, 2019 	0.444674 	0.459579 	0.424949 	0.425764 	2,544,969,218 	17,959,558,304
Jun 02, 2019 	0.430953 	0.445865 	0.429799 	0.444785 	1,595,105,832 	18,761,924,960
Jun 01, 2019 	0.438711 	0.440843 	0.424181 	0.430583 	1,740,720,642 	18,162,849,086
May 31, 2019 	0.422332 	0.440177 	0.412928 	0.438574 	2,225,730,799 	18,499,916,713
May 30, 2019 	0.443786 	0.469458 	0.413677 	0.422395 	3,527,827,315 	17,789,891,580
May 29, 2019 	0.446747 	0.453277 	0.424314 	0.443713 	2,538,438,749 	18,687,708,968
May 28, 2019 	0.433781 	0.453887 	0.421021 	0.446549 	3,193,961,851 	18,807,161,864
May 27, 2019 	0.408397 	0.440374 	0.407021 	0.434168 	2,736,949,591 	18,285,708,015
May 26, 2019 	0.387129 	0.409859 	0.379447 	0.408413 	1,848,938,650 	17,200,982,210
May 25, 2019 	0.384804 	0.393600 	0.383478 	0.387040 	1,363,572,843 	16,300,831,593
May 24, 2019 	0.381313 	0.392683 	0.374502 	0.384541 	1,872,678,192 	16,195,609,303
May 23, 2019 	0.376736 	0.383126 	0.366805 	0.381204 	1,595,345,471 	16,055,052,179
May 22, 2019 	0.397493 	0.407428 	0.373879 	0.376637 	2,028,827,460 	15,862,699,533
May 21, 2019 	0.398209 	0.403105 	0.389302 	0.397603 	1,811,582,122 	16,745,727,273
May 20, 2019 	0.417456 	0.417456 	0.384647 	0.398003 	2,258,366,889 	16,762,548,744
May 19, 2019 	0.372647 	0.423387 	0.370944 	0.417700 	2,803,922,255 	17,599,092,589
May 18, 2019 	0.388622 	0.391527 	0.368175 	0.372736 	1,866,646,601 	15,704,580,785
May 17, 2019 	0.419676 	0.423509 	0.366435 	0.386193 	3,644,156,225 	16,271,598,326
May 16, 2019 	0.455692 	0.474619 	0.401363 	0.419707 	4,730,708,975 	17,683,635,997
May 15, 2019 	0.408673 	0.460802 	0.407264 	0.456005 	4,535,603,094 	19,212,993,089
May 14, 2019 	0.325111 	0.417289 	0.323816 	0.409062 	5,834,207,845 	17,235,125,077
May 13, 2019 	0.310118 	0.330486 	0.308434 	0.325475 	1,973,949,373 	13,713,341,569
May 12, 2019 	0.324265 	0.327684 	0.307292 	0.310074 	2,000,224,167 	13,064,438,400
May 11, 2019 	0.300312 	0.336324 	0.300172 	0.324543 	2,226,303,541 	13,674,087,917
May 10, 2019 	0.296523 	0.302207 	0.294114 	0.300387 	1,057,594,529 	12,656,310,572
May 09, 2019 	0.300582 	0.302173 	0.294397 	0.296509 	857,521,678 	12,492,913,760
May 08, 2019 	0.299022 	0.301500 	0.297536 	0.300721 	927,526,280 	12,670,380,604
May 07, 2019 	0.302092 	0.306428 	0.299478 	0.299684 	1,082,385,112 	12,626,698,623
May 06, 2019 	0.302275 	0.305754 	0.296443 	0.302389 	1,048,970,512 	12,726,677,734
May 05, 2019 	0.304628 	0.305519 	0.299611 	0.302342 	805,245,812 	12,724,692,457
May 04, 2019 	0.308173 	0.315657 	0.300752 	0.304552 	1,162,919,063 	12,817,676,080
May 03, 2019 	0.303232 	0.313298 	0.301475 	0.308222 	1,221,399,046 	12,972,165,512
May 02, 2019 	0.304735 	0.305553 	0.302567 	0.303239 	890,538,619 	12,737,560,179
May 01, 2019 	0.309490 	0.311585 	0.302282 	0.304696 	914,654,614 	12,798,744,397
Apr 30, 2019 	0.294320 	0.311631 	0.293542 	0.309476 	1,229,331,267 	12,999,538,690
Apr 29, 2019 	0.297422 	0.299848 	0.291652 	0.294289 	890,911,784 	12,361,611,829
Apr 28, 2019 	0.296865 	0.300466 	0.295339 	0.297426 	721,572,911 	12,493,351,058
Apr 27, 2019 	0.298541 	0.300304 	0.295307 	0.296741 	785,963,315 	12,464,603,665
Apr 26, 2019 	0.289838 	0.299020 	0.287485 	0.298502 	1,226,933,036 	12,538,573,521
Apr 25, 2019 	0.302224 	0.306162 	0.287667 	0.289384 	1,191,205,196 	12,155,572,105
Apr 24, 2019 	0.321114 	0.321282 	0.296982 	0.302318 	1,517,791,002 	12,698,877,293
Apr 23, 2019 	0.323844 	0.328396 	0.320919 	0.321222 	1,077,333,990 	13,492,933,875
Apr 22, 2019 	0.322277 	0.329350 	0.320237 	0.323934 	1,131,094,080 	13,606,823,301
Apr 21, 2019 	0.328678 	0.329627 	0.318746 	0.322449 	1,005,803,846 	13,533,407,430
Apr 20, 2019 	0.331871 	0.333213 	0.324969 	0.328476 	931,570,799 	13,786,384,592
Apr 19, 2019 	0.337062 	0.337147 	0.329577 	0.331902 	1,025,167,554 	13,930,181,415
Apr 18, 2019 	0.335476 	0.345289 	0.335335 	0.337065 	1,092,731,769 	14,146,855,828
Apr 17, 2019 	0.327157 	0.340327 	0.322388 	0.335453 	1,137,811,633 	14,079,207,980
Apr 16, 2019 	0.320998 	0.327308 	0.319261 	0.327218 	799,796,781 	13,733,570,917
Apr 15, 2019 	0.328841 	0.331551 	0.318090 	0.320913 	934,107,164 	13,468,978,197
Apr 14, 2019 	0.326160 	0.329421 	0.324244 	0.328809 	746,765,729 	13,741,639,599
Apr 13, 2019 	0.326386 	0.334444 	0.323714 	0.326031 	976,688,780 	13,625,508,289
Apr 12, 2019 	0.330664 	0.330868 	0.321167 	0.326346 	1,076,074,031 	13,638,700,669
Apr 11, 2019 	0.354828 	0.354851 	0.326826 	0.330984 	1,641,951,210 	13,832,528,016
Apr 10, 2019 	0.349425 	0.359778 	0.348709 	0.354792 	1,213,341,089 	14,827,516,669
Apr 09, 2019 	0.358307 	0.358307 	0.348536 	0.349462 	1,076,688,924 	14,604,743,889
Apr 08, 2019 	0.361143 	0.367036 	0.351588 	0.358234 	1,513,421,926 	14,971,342,083
Apr 07, 2019 	0.354406 	0.365387 	0.351689 	0.359856 	1,398,086,395 	15,021,731,305
Apr 06, 2019 	0.361837 	0.363441 	0.351168 	0.354405 	1,440,643,534 	14,794,185,026
Apr 05, 2019 	0.332685 	0.374064 	0.332630 	0.361803 	2,359,353,481 	15,103,004,666
Apr 04, 2019 	0.342286 	0.348977 	0.329070 	0.332513 	1,599,115,419 	13,880,340,561
Apr 03, 2019 	0.351309 	0.371270 	0.333735 	0.342234 	2,544,122,431 	14,286,134,859
Apr 02, 2019 	0.312805 	0.355870 	0.312001 	0.351499 	2,400,198,268 	14,672,900,148
Apr 01, 2019 	0.309195 	0.313777 	0.308910 	0.312747 	836,123,225 	13,043,585,711
Mar 31, 2019 	0.310730 	0.311171 	0.308150 	0.309229 	652,757,652 	12,896,872,922
Mar 30, 2019 	0.307655 	0.326784 	0.306873 	0.310632 	929,122,633 	12,955,391,175
Mar 29, 2019 	0.309269 	0.311644 	0.306235 	0.307929 	854,583,316 	12,842,645,325
Mar 28, 2019 	0.312383 	0.312452 	0.307085 	0.309246 	677,929,379 	12,897,607,540
Mar 27, 2019 	0.305421 	0.312615 	0.304067 	0.312465 	781,951,318 	13,031,827,698
Mar 26, 2019 	0.303808 	0.305060 	0.298987 	0.305060 	761,000,017 	12,722,986,423
Mar 25, 2019 	0.309446 	0.309736 	0.301453 	0.304055 	750,245,385 	12,681,109,120
Mar 24, 2019 	0.312396 	0.312453 	0.308168 	0.308992 	649,754,894 	12,874,448,652
Mar 23, 2019 	0.311343 	0.313666 	0.310130 	0.312359 	611,853,725 	13,014,768,156
Mar 22, 2019 	0.311342 	0.315092 	0.310141 	0.311541 	687,711,343 	12,980,675,768
Mar 21, 2019 	0.319960 	0.320850 	0.309338 	0.312718 	824,129,023 	13,029,696,678
Mar 20, 2019 	0.319346 	0.320777 	0.314781 	0.319610 	794,566,633 	13,316,885,397
Mar 19, 2019 	0.316756 	0.320595 	0.315351 	0.319281 	672,954,616 	13,228,510,122
Mar 18, 2019 	0.317716 	0.320667 	0.314653 	0.317440 	692,176,696 	13,152,224,850
Mar 17, 2019 	0.320387 	0.320739 	0.316497 	0.317612 	530,234,054 	13,159,356,178
Mar 16, 2019 	0.315066 	0.322413 	0.314838 	0.320468 	759,396,360 	13,277,693,053
Mar 15, 2019 	0.312733 	0.316065 	0.311575 	0.315052 	636,037,517 	13,053,269,086
Mar 14, 2019 	0.313870 	0.316362 	0.311307 	0.312955 	706,966,032 	12,966,405,951
Mar 13, 2019 	0.310611 	0.320114 	0.308660 	0.314098 	827,163,024 	13,013,743,791
Mar 12, 2019 	0.311138 	0.311773 	0.307536 	0.310201 	581,106,367 	12,852,289,140
Mar 11, 2019 	0.313175 	0.314576 	0.309417 	0.311065 	671,951,311 	12,888,076,063
Mar 10, 2019 	0.314266 	0.315795 	0.311095 	0.313107 	620,043,949 	12,972,692,491
Mar 09, 2019 	0.309751 	0.317748 	0.309367 	0.313826 	763,946,051 	13,002,493,406
Mar 08, 2019 	0.315044 	0.316385 	0.308828 	0.310087 	680,461,375 	12,847,588,532
Mar 07, 2019 	0.317192 	0.319898 	0.314548 	0.314766 	716,447,226 	13,041,438,381
Mar 06, 2019 	0.316674 	0.320833 	0.311987 	0.317031 	750,399,371 	13,135,275,499
Mar 05, 2019 	0.305095 	0.317879 	0.304082 	0.316507 	786,832,982 	13,113,543,971
Mar 04, 2019 	0.312021 	0.313120 	0.302677 	0.305133 	647,905,632 	12,642,316,836
Mar 03, 2019 	0.314857 	0.316500 	0.310925 	0.312554 	548,503,372 	12,949,767,221
Mar 02, 2019 	0.316911 	0.319301 	0.312747 	0.315126 	604,560,086 	13,056,329,959
Mar 01, 2019 	0.315066 	0.323946 	0.313620 	0.317312 	752,723,591 	13,146,898,194
Feb 28, 2019 	0.313115 	0.317004 	0.311435 	0.315078 	734,041,245 	13,033,383,006
Feb 27, 2019 	0.319677 	0.322419 	0.308662 	0.313106 	716,326,029 	12,951,843,120
Feb 26, 2019 	0.327779 	0.334310 	0.316865 	0.319477 	881,257,178 	13,215,356,893
Feb 25, 2019 	0.300708 	0.337855 	0.300708 	0.328510 	1,060,838,440 	13,589,015,145
Feb 24, 2019 	0.332942 	0.341581 	0.299331 	0.301443 	1,117,884,486 	12,469,397,085
Feb 23, 2019 	0.321314 	0.333893 	0.318241 	0.332620 	638,747,256 	13,759,017,838
Feb 22, 2019 	0.321449 	0.323440 	0.318165 	0.321904 	570,898,964 	13,315,770,282
Feb 21, 2019 	0.332869 	0.332869 	0.319201 	0.321291 	634,536,385 	13,272,215,549
Feb 20, 2019 	0.323572 	0.333607 	0.320995 	0.332880 	777,173,685 	13,750,925,866
Feb 19, 2019 	0.321427 	0.343676 	0.320942 	0.323768 	1,135,384,190 	13,374,527,524
Feb 18, 2019 	0.303084 	0.327739 	0.302557 	0.321568 	887,187,377 	13,251,207,948
Feb 17, 2019 	0.301571 	0.304934 	0.299235 	0.303370 	427,237,164 	12,501,307,770
Feb 16, 2019 	0.301602 	0.303516 	0.300731 	0.301703 	379,011,431 	12,432,602,528
Feb 15, 2019 	0.302129 	0.304614 	0.299583 	0.301759 	426,310,729 	12,434,893,660
Feb 14, 2019 	0.304017 	0.306100 	0.301514 	0.301909 	418,928,960 	12,441,105,391
Feb 13, 2019 	0.305429 	0.311322 	0.302188 	0.304284 	494,653,115 	12,538,960,413
Feb 12, 2019 	0.302569 	0.307477 	0.299579 	0.305190 	472,806,810 	12,576,315,747
Feb 11, 2019 	0.310034 	0.310034 	0.302741 	0.302741 	474,495,062 	12,475,397,374
Feb 10, 2019 	0.311253 	0.311340 	0.302092 	0.309909 	495,640,831 	12,758,715,490
Feb 09, 2019 	0.311578 	0.313414 	0.307560 	0.311284 	461,638,795 	12,815,309,888
Feb 08, 2019 	0.291668 	0.315308 	0.290119 	0.311683 	683,014,535 	12,831,745,667
Feb 07, 2019 	0.290691 	0.294617 	0.290445 	0.291618 	368,034,283 	12,005,682,182
Feb 06, 2019 	0.299430 	0.299491 	0.290419 	0.290727 	456,205,130 	11,969,011,802
Feb 05, 2019 	0.299763 	0.301278 	0.297210 	0.299239 	424,722,760 	12,319,438,868
Feb 04, 2019 	0.302580 	0.305059 	0.299364 	0.300198 	418,384,497 	12,358,907,415
Feb 03, 2019 	0.310429 	0.311238 	0.299370 	0.302352 	438,357,004 	12,445,862,137
Feb 02, 2019 	0.308326 	0.311578 	0.305231 	0.310912 	429,425,320 	12,798,226,062
Feb 01, 2019 	0.310839 	0.311895 	0.299399 	0.308517 	564,486,615 	12,699,646,520
Jan 31, 2019 	0.320704 	0.333835 	0.305866 	0.310036 	780,304,474 	12,762,148,539
Jan 30, 2019 	0.289425 	0.324064 	0.287915 	0.320461 	753,787,392 	13,191,291,588
Jan 29, 2019 	0.295060 	0.296216 	0.285888 	0.289558 	454,631,055 	11,919,217,295
Jan 28, 2019 	0.309360 	0.309878 	0.286563 	0.294863 	584,796,818 	12,137,576,987
Jan 27, 2019 	0.314854 	0.315266 	0.308366 	0.309439 	362,599,965 	12,737,591,539
Jan 26, 2019 	0.317260 	0.319326 	0.314235 	0.314235 	346,413,648 	12,935,008,078
Jan 25, 2019 	0.317859 	0.319069 	0.313824 	0.317165 	360,076,505 	13,016,563,843
Jan 24, 2019 	0.316416 	0.318896 	0.314433 	0.317598 	344,960,253 	13,034,332,606
Jan 23, 2019 	0.319566 	0.320303 	0.314923 	0.316492 	375,671,478 	12,988,961,767
Jan 22, 2019 	0.321078 	0.321078 	0.313455 	0.319491 	434,125,854 	13,112,032,408
Jan 21, 2019 	0.321179 	0.322593 	0.317439 	0.320790 	363,940,431 	13,165,341,827
Jan 20, 2019 	0.331220 	0.332147 	0.317609 	0.321177 	407,205,881 	13,181,215,054
Jan 19, 2019 	0.325702 	0.333749 	0.324911 	0.331001 	420,070,097 	13,584,427,087
Jan 18, 2019 	0.329196 	0.329494 	0.321856 	0.324277 	376,280,714 	13,308,451,031
Jan 17, 2019 	0.329690 	0.330162 	0.325740 	0.329353 	433,446,502 	13,516,769,990
Jan 16, 2019 	0.326946 	0.334796 	0.326174 	0.329701 	438,731,638 	13,531,060,365
Jan 15, 2019 	0.333912 	0.336500 	0.324011 	0.327179 	429,283,720 	13,427,555,274
Jan 14, 2019 	0.318354 	0.337942 	0.318354 	0.333766 	545,540,174 	13,697,899,741
Jan 13, 2019 	0.328662 	0.333596 	0.317098 	0.317863 	452,358,902 	13,045,216,854
Jan 12, 2019 	0.333004 	0.336381 	0.328033 	0.328800 	376,386,863 	13,494,075,804
Jan 11, 2019 	0.331284 	0.337726 	0.327914 	0.332904 	501,054,509 	13,662,512,032
Jan 10, 2019 	0.371464 	0.381949 	0.327159 	0.332652 	839,535,352 	13,652,158,155
Jan 09, 2019 	0.365886 	0.373522 	0.364756 	0.370890 	455,908,708 	15,130,140,419
Jan 08, 2019 	0.364420 	0.370992 	0.360734 	0.365315 	499,493,490 	14,902,699,115
Jan 07, 2019 	0.368854 	0.377910 	0.363387 	0.364347 	499,028,522 	14,863,201,414
Jan 06, 2019 	0.354750 	0.369660 	0.352589 	0.368395 	492,558,794 	15,028,369,642
Jan 05, 2019 	0.356347 	0.361069 	0.353987 	0.355275 	452,090,239 	14,493,133,457
Jan 04, 2019 	0.359753 	0.364642 	0.352785 	0.356747 	450,633,876 	14,553,198,221
Jan 03, 2019 	0.374505 	0.374505 	0.357675 	0.360224 	438,873,803 	14,695,011,676
Jan 02, 2019 	0.365675 	0.378021 	0.359574 	0.375243 	543,216,669 	15,307,691,624
Jan 01, 2019 	0.352512 	0.364771 	0.350402 	0.364771 	449,347,622 	14,880,496,658
